id,title,genres_list,director,cast_list,keywords_list,overview,popularity,vote_average,vote_count,weighted_rating,release_date,runtime
69668,Dream House,"['Drama', 'Thriller', 'Mystery']",Jim Sheridan,"['Daniel Craig', 'Naomi Watts', 'Rachel Weisz', 'Marton Csokas', 'Elias Koteas']","['house fire', 'extension ladder', 'last day on job']","Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",19.267479,5.8,391,5.975845919545996,2011-09-30,84.0
9770,Mad City,"['Action', 'Drama', 'Thriller']",Costa-Gavras,"['John Travolta', 'Dustin Hoffman', 'Mia Kirshner', 'Alan Alda', 'Robert Prosky']","['journalist', 'museum', 'hostage drama', 'independent film']",A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,3.314004,5.9,81,6.070426335043366,1997-11-07,114.0
11212,Baby's Day Out,"['Action', 'Adventure', 'Comedy', 'Family']",Patrick Read Johnson,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano', 'Brian Haley', 'Cynthia Nixon']","['baby', 'hoodlum', 'lost child']","Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",21.312186,5.8,274,5.999909045378606,1994-07-01,99.0
10533,The Scarlet Letter,"['Drama', 'History', 'Romance']",Roland Joffé,"['Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Robert Prosky', 'Edward Hardwicke']","['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']","Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",7.44268,5.5,108,6.001048234831217,1995-10-13,135.0
38363,Fair Game,"['Drama', 'Thriller']",Doug Liman,"['Naomi Watts', 'Sean Penn', 'Ty Burrell', 'Brooke Smith', 'Bruce McGill']","['cia', 'nuclear scientist', 'iraq', 'politician', 'duringcreditsstinger']","Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",12.54949,6.5,235,6.211056659067045,2010-05-20,108.0
9923,Domino,"['Action', 'Crime']",Tony Scott,"['Keira Knightley', 'Mickey Rourke', 'Edgar Ramírez', 'Delroy Lindo', ""Mo'Nique""]","['bounty hunter', 'fbi', 'weapon', 'spectacle']","The daughter of actor, Laurence Harvey turns away from her career as a Ford model to become a bounty hunter.",18.394571,6.0,444,6.053387545169471,2005-09-22,127.0
11863,Jade,"['Action', 'Thriller', 'Mystery', 'Romance']",William Friedkin,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn', 'Richard Crenna']","['callgirl', 'san francisco', 'investigation', 'murder']","Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",8.189406,5.2,44,6.031235574077933,1995-10-13,95.0
18501,Gamer,"['Action', 'Thriller', 'Science Fiction']",Brian Taylor,"['Gerard Butler', 'Michael C. Hall', 'Logan Lerman', 'Amber Valletta', 'Terry Crews']","['dystopia', 'mind control', 'gun battle', 'wrongful imprisonment', 'dystopic future', 'wrongful conviction', 'online gaming']","Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler), the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).",27.631262,5.6,760,5.814110539745494,2009-09-03,95.0
109491,Beautiful Creatures,"['Fantasy', 'Drama', 'Romance']",Richard LaGravenese,"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons', 'Viola Davis', 'Emmy Rossum']","['civil war', 'southern usa', 'magic', 'light', 'dark', 'class prejudice', 'casters', 'based on young adult novel']","Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",40.721373,5.6,984,5.78346468613336,2013-02-13,124.0
9275,Death to Smoochy,"['Comedy', 'Crime', 'Drama', 'Thriller']",Danny DeVito,"['Robin Williams', 'Catherine Keener', 'Edward Norton', 'Danny DeVito', 'Jon Stewart']","['corruption', 'moderator', 'tv show', 'success', 'irish mob', 'duringcreditsstinger']","Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",11.329727,5.9,132,6.058235952031849,2002-03-28,109.0
329833,Zoolander 2,['Comedy'],Ben Stiller,"['Ben Stiller', 'Owen Wilson', 'Will Ferrell', 'Penélope Cruz', 'Kristen Wiig']","['stupidity', 'sequel', 'fashion', 'male model', 'fashion model', 'modeling']",Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,37.253774,4.7,797,5.287824552829251,2016-02-06,100.0
12634,The Big Bounce,"['Comedy', 'Crime']",George Armitage,"['Owen Wilson', 'Morgan Freeman', 'Gary Sinise', 'Sara Foster', 'Willie Nelson']","['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming', 'yellow bikini']","A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.",6.397388,5.0,76,5.967613750074137,2004-01-30,88.0
10416,What Planet Are You From?,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",Mike Nichols,"['Garry Shandling', 'Annette Bening', 'John Goodman', 'Greg Kinnear', 'Linda Fiorentino']","['noises', 'alien life-form', 'erection', 'neue frau', 'alien', 'reproduction']","A highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an AA meeting, meets Susan, and somehow convinces her to marry. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",2.275331,5.4,37,6.052624973784318,2000-03-03,105.0
47327,Drive Angry,"['Fantasy', 'Thriller', 'Action', 'Crime']",Patrick Lussier,"['Nicolas Cage', 'Amber Heard', 'William Fichtner', 'Billy Burke', 'David Morse']","['bone', 'car explosion', 'premarital sex', 'satanic cult', ""driver's license"", 'finger gun', 'backhand slap', 'car jump', 'man punching a woman', 'magic trick']","Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",30.387148,5.3,600,5.690704685688999,2011-02-24,105.0
15268,Street Fighter: The Legend of Chun-Li,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Andrzej Bartkowiak,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough', 'Michael Clarke Duncan', 'Moon Bloodgood']","['martial arts', 'revenge', 'street fighter', 'based on video game']","When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",8.139676,3.9,112,5.739570322941859,2009-02-27,97.0
10796,The One,"['Action', 'Science Fiction', 'Thriller']",James Wong,"['Jet Li', 'Jason Statham', 'Carla Gugino', 'Delroy Lindo', 'James Morrison']",['dual identity'],A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,21.746245,5.7,437,5.924972724753152,2001-11-02,87.0
9548,The Adventures of Ford Fairlane,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",Renny Harlin,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley', 'Morris Day', 'Lauren Holly']","['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder', 'private detective']","Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",2.808428,6.2,71,6.105708947544031,1990-07-11,104.0
18947,The Boat That Rocked,"['Drama', 'Comedy']",Richard Curtis,"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans', 'Bill Nighy', 'Emma Thompson']","['great britain', 'musical', 'rock', 'pirate radio', 'swinging 60s']","The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967",31.02233,7.2,666,6.684781262067929,2009-04-01,116.0
1900,Traffic,"['Thriller', 'Drama', 'Crime']",Steven Soderbergh,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas', 'Tomás Milián', 'Russell G. Jones']","['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']","An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",25.170217,6.9,562,6.490395655116981,2000-12-27,147.0
89,Indiana Jones and the Last Crusade,"['Adventure', 'Action']",Steven Spielberg,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies']","['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",80.972475,7.6,3152,7.365636815911789,1989-05-24,127.0
96724,Anna Karenina,"['Drama', 'Romance']",Joe Wright,"['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson', 'Kelly Macdonald', 'Matthew Macfadyen']","['based on novel', 'st. petersburg russia', 'high society', 'imperial russia', 'tragic death', '19th century']","Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.",26.38704,6.5,639,6.306739535900581,2012-09-06,130.0
